video,split,codec,crf,ok,bitrate,size
998_561.mp4,Deepfakes,hevc,28,1,293748,421040
998_561.mp4,Deepfakes,hevc,38,1,102265,146580
998_561.mp4,Deepfakes,av1,20,1,1681925,2410760
998_561.mp4,Deepfakes,av1,30,1,854947,1225425
998_561.mp4,Deepfakes,av1,40,1,423538,607072
999_960.mp4,Deepfakes,h264,18,1,1947657,2718606
999_960.mp4,Deepfakes,h264,28,1,439070,612869
999_960.mp4,Deepfakes,h264,38,1,94263,131576
999_960.mp4,Deepfakes,hevc,18,1,263429,367703
999_960.mp4,Deepfakes,hevc,28,1,71479,99774
999_960.mp4,Deepfakes,hevc,38,1,33784,47158
999_960.mp4,Deepfakes,av1,20,1,348611,486604
999_960.mp4,Deepfakes,av1,30,1,195999,273583
999_960.mp4,Deepfakes,av1,40,1,104018,145192
860_905.mp4,Face2Face,h264,18,1,8905767,14175013
860_905.mp4,Face2Face,h264,28,1,2188588,3483503
860_905.mp4,Face2Face,h264,38,1,683758,1088316
860_905.mp4,Face2Face,hevc,18,1,1125763,1791840
860_905.mp4,Face2Face,hevc,28,1,344578,548454
860_905.mp4,Face2Face,hevc,38,1,140063,222935
860_905.mp4,Face2Face,av1,20,1,2063374,3284205
860_905.mp4,Face2Face,av1,30,1,1153931,1836674
860_905.mp4,Face2Face,av1,40,1,594317,945956
861_858.mp4,Face2Face,h264,18,1,3226519,7792044
861_858.mp4,Face2Face,h264,28,1,1270860,3069127
861_858.mp4,Face2Face,h264,38,1,364955,881367
861_858.mp4,Face2Face,hevc,18,1,990559,2392201
861_858.mp4,Face2Face,hevc,28,1,278105,671624
861_858.mp4,Face2Face,hevc,38,1,82934,200288
861_858.mp4,Face2Face,av1,20,1,1528776,3691996
861_858.mp4,Face2Face,av1,30,1,901857,2177987
861_858.mp4,Face2Face,av1,40,1,447973,1081856
862_047.mp4,Face2Face,h264,18,1,,262
862_047.mp4,Face2Face,h264,28,1,1450286,1927672
862_047.mp4,Face2Face,h264,38,1,445501,592146
862_047.mp4,Face2Face,hevc,18,1,792551,1053433
862_047.mp4,Face2Face,hevc,28,1,224339,298185
862_047.mp4,Face2Face,hevc,38,1,83068,110412
862_047.mp4,Face2Face,av1,20,1,1360921,1808892
862_047.mp4,Face2Face,av1,30,1,730894,971481
862_047.mp4,Face2Face,av1,40,1,349245,464206
863_853.mp4,Face2Face,h264,18,1,4729058,12137916
863_853.mp4,Face2Face,h264,28,1,1315489,3376422
863_853.mp4,Face2Face,h264,38,1,358099,919122
863_853.mp4,Face2Face,hevc,18,1,758922,1947901
863_853.mp4,Face2Face,hevc,28,1,225216,578056
863_853.mp4,Face2Face,hevc,38,1,85305,218951
863_853.mp4,Face2Face,av1,20,1,1154855,2964128
863_853.mp4,Face2Face,av1,30,1,579925,1488475
863_853.mp4,Face2Face,av1,40,1,276588,709910
864_839.mp4,Face2Face,h264,18,1,2329277,4483859
864_839.mp4,Face2Face,h264,28,1,814575,1568057
864_839.mp4,Face2Face,h264,38,1,228702,440252
864_839.mp4,Face2Face,hevc,18,1,522809,1006409
864_839.mp4,Face2Face,hevc,28,1,134089,258122
864_839.mp4,Face2Face,hevc,38,1,45121,86858
864_839.mp4,Face2Face,av1,20,1,799743,1539507
864_839.mp4,Face2Face,av1,30,1,441913,850683
864_839.mp4,Face2Face,av1,40,1,220644,424741
865_739.mp4,Face2Face,h264,18,1,13526582,8566836
865_739.mp4,Face2Face,h264,28,1,3303722,2092358
865_739.mp4,Face2Face,h264,38,1,1008437,638677
865_739.mp4,Face2Face,hevc,18,1,1893699,1199343
865_739.mp4,Face2Face,hevc,28,1,474341,300416
865_739.mp4,Face2Face,hevc,38,1,203376,128805
865_739.mp4,Face2Face,av1,20,1,3337125,2113513
865_739.mp4,Face2Face,av1,30,1,1601857,1014510
865_739.mp4,Face2Face,av1,40,1,699664,443121
866_878.mp4,Face2Face,h264,18,1,11671629,35792996
866_878.mp4,Face2Face,h264,28,1,3204591,9827415
866_878.mp4,Face2Face,h264,38,1,653470,2003977
866_878.mp4,Face2Face,hevc,18,1,1667821,5114651
866_878.mp4,Face2Face,hevc,28,1,375005,1150016
866_878.mp4,Face2Face,hevc,38,1,123254,377979
866_878.mp4,Face2Face,av1,20,1,2424030,7433693
866_878.mp4,Face2Face,av1,30,1,1202627,3688057
866_878.mp4,Face2Face,av1,40,1,521387,1598923
867_765.mp4,Face2Face,h264,18,1,4123811,6666828
867_765.mp4,Face2Face,h264,28,1,1503587,2430799
867_765.mp4,Face2Face,h264,38,1,399732,646235
867_765.mp4,Face2Face,hevc,18,1,1068669,1727682
867_765.mp4,Face2Face,hevc,28,1,241875,391032
867_765.mp4,Face2Face,hevc,38,1,64985,105060
867_765.mp4,Face2Face,av1,20,1,1869434,3022253
867_765.mp4,Face2Face,av1,30,1,935978,1513165
867_765.mp4,Face2Face,av1,40,1,425650,688135
868_949.mp4,Face2Face,h264,18,1,2165786,6190541
868_949.mp4,Face2Face,h264,28,1,766702,2191490
868_949.mp4,Face2Face,h264,38,1,251221,718075
868_949.mp4,Face2Face,hevc,18,1,455532,1302065
868_949.mp4,Face2Face,hevc,28,1,129429,369952
868_949.mp4,Face2Face,hevc,38,1,44883,128293
868_949.mp4,Face2Face,av1,20,1,891153,2547214
868_949.mp4,Face2Face,av1,30,1,484382,1384528
868_949.mp4,Face2Face,av1,40,1,228293,652540
869_780.mp4,Face2Face,h264,18,1,12720683,25568573
869_780.mp4,Face2Face,h264,28,1,3606033,7248127
869_780.mp4,Face2Face,h264,38,1,970588,1950883
869_780.mp4,Face2Face,hevc,18,1,2319500,4662195
869_780.mp4,Face2Face,hevc,28,1,591190,1188292
869_780.mp4,Face2Face,hevc,38,1,189397,380689
869_780.mp4,Face2Face,av1,20,1,3233498,6499331
869_780.mp4,Face2Face,av1,30,1,1634058,3284458
869_780.mp4,Face2Face,av1,40,1,768276,1544236
870_001.mp4,Face2Face,h264,18,1,5099149,11728043
870_001.mp4,Face2Face,h264,28,1,1725683,3969073
870_001.mp4,Face2Face,h264,38,1,420368,966847
870_001.mp4,Face2Face,hevc,18,1,985293,2266174
870_001.mp4,Face2Face,hevc,28,1,199158,458065
870_001.mp4,Face2Face,hevc,38,1,61681,141867
870_001.mp4,Face2Face,av1,20,1,1650866,3796993
870_001.mp4,Face2Face,av1,30,1,888231,2042933
870_001.mp4,Face2Face,av1,40,1,364907,839287
871_814.mp4,Face2Face,h264,18,1,4070439,9328090
871_814.mp4,Face2Face,h264,28,1,1038043,2378849
871_814.mp4,Face2Face,h264,38,1,220881,506187
871_814.mp4,Face2Face,hevc,18,1,761097,1744181
871_814.mp4,Face2Face,hevc,28,1,182479,418182
871_814.mp4,Face2Face,hevc,38,1,55693,127632
871_814.mp4,Face2Face,av1,20,1,1381337,3165566
871_814.mp4,Face2Face,av1,30,1,667109,1528792
871_814.mp4,Face2Face,av1,40,1,305605,700347
872_873.mp4,Face2Face,h264,18,1,2127693,9404404
872_873.mp4,Face2Face,h264,28,1,580196,2564467
872_873.mp4,Face2Face,h264,38,1,125500,554710
872_873.mp4,Face2Face,hevc,18,1,275387,1217213
872_873.mp4,Face2Face,hevc,28,1,72841,321959
872_873.mp4,Face2Face,hevc,38,1,30776,136033
872_873.mp4,Face2Face,av1,20,1,405187,1790929
872_873.mp4,Face2Face,av1,30,1,230569,1019118
872_873.mp4,Face2Face,av1,40,1,126659,559835
873_872.mp4,Face2Face,h264,18,1,4452800,10553138
873_872.mp4,Face2Face,h264,28,1,1171676,2776874
873_872.mp4,Face2Face,h264,38,1,320727,760123
873_872.mp4,Face2Face,hevc,18,1,577565,1368830
873_872.mp4,Face2Face,hevc,28,1,163643,387836
873_872.mp4,Face2Face,hevc,38,1,67829,160755
873_872.mp4,Face2Face,av1,20,1,935542,2217235
873_872.mp4,Face2Face,av1,30,1,510397,1209643
873_872.mp4,Face2Face,av1,40,1,258667,613043
874_291.mp4,Face2Face,h264,18,1,9042112,12432905
874_291.mp4,Face2Face,h264,28,1,2294279,3154634
874_291.mp4,Face2Face,h264,38,1,618357,850241
874_291.mp4,Face2Face,hevc,18,1,1186429,1631340
874_291.mp4,Face2Face,hevc,28,1,348770,479560
874_291.mp4,Face2Face,hevc,38,1,138497,190434
874_291.mp4,Face2Face,av1,20,1,1611680,2216060
874_291.mp4,Face2Face,av1,30,1,829641,1140757
874_291.mp4,Face2Face,av1,40,1,414669,570170
875_979.mp4,Face2Face,h264,18,1,4738983,6614831
875_979.mp4,Face2Face,h264,28,1,1478316,2063483
875_979.mp4,Face2Face,h264,38,1,460768,643156
875_979.mp4,Face2Face,hevc,18,1,573375,800337
875_979.mp4,Face2Face,hevc,28,1,152119,212334
875_979.mp4,Face2Face,hevc,38,1,60293,84160
875_979.mp4,Face2Face,av1,20,1,841126,1174073
875_979.mp4,Face2Face,av1,30,1,423040,590494
875_979.mp4,Face2Face,av1,40,1,205662,287070
876_891.mp4,Face2Face,h264,18,1,4505417,5556682
876_891.mp4,Face2Face,h264,28,1,1063127,1311191
876_891.mp4,Face2Face,h264,38,1,281882,347655
876_891.mp4,Face2Face,hevc,18,1,520137,641503
876_891.mp4,Face2Face,hevc,28,1,141312,174285
876_891.mp4,Face2Face,hevc,38,1,62308,76847
876_891.mp4,Face2Face,av1,20,1,964236,1189225
876_891.mp4,Face2Face,av1,30,1,528778,652160
876_891.mp4,Face2Face,av1,40,1,250483,308930
877_886.mp4,Face2Face,h264,18,1,3900119,10237814
877_886.mp4,Face2Face,h264,28,1,1299926,3412307
877_886.mp4,Face2Face,h264,38,1,426103,1118521
877_886.mp4,Face2Face,hevc,18,1,668870,1755784
877_886.mp4,Face2Face,hevc,28,1,176387,463018
877_886.mp4,Face2Face,hevc,38,1,63963,167905
877_886.mp4,Face2Face,av1,20,1,1062755,2789734
877_886.mp4,Face2Face,av1,30,1,551720,1448266
877_886.mp4,Face2Face,av1,40,1,264979,695571
878_866.mp4,Face2Face,h264,18,1,4551515,9653006
878_866.mp4,Face2Face,h264,28,1,1080017,2290538
878_866.mp4,Face2Face,h264,38,1,251028,532389
878_866.mp4,Face2Face,hevc,18,1,485024,1028656
878_866.mp4,Face2Face,hevc,28,1,134132,284473
878_866.mp4,Face2Face,hevc,38,1,61938,131362
878_866.mp4,Face2Face,av1,20,1,719291,1525498
878_866.mp4,Face2Face,av1,30,1,360127,763771
878_866.mp4,Face2Face,av1,40,1,181791,385550
879_963.mp4,Face2Face,h264,18,1,2800717,8075402
879_963.mp4,Face2Face,h264,28,1,887191,2558069
879_963.mp4,Face2Face,h264,38,1,217010,625714
879_963.mp4,Face2Face,hevc,18,1,530959,1530933
879_963.mp4,Face2Face,hevc,28,1,134713,388425
879_963.mp4,Face2Face,hevc,38,1,47581,137193
879_963.mp4,Face2Face,av1,20,1,1057793,3049972
879_963.mp4,Face2Face,av1,30,1,556358,1604167
879_963.mp4,Face2Face,av1,40,1,274877,792564
880_135.mp4,Face2Face,h264,18,1,7849154,13368091
880_135.mp4,Face2Face,h264,28,1,1547268,2635191
880_135.mp4,Face2Face,h264,38,1,364632,621014
880_135.mp4,Face2Face,hevc,18,1,697916,1188639
880_135.mp4,Face2Face,hevc,28,1,196145,334060
880_135.mp4,Face2Face,hevc,38,1,84573,144040
880_135.mp4,Face2Face,av1,20,1,1073291,1827950
880_135.mp4,Face2Face,av1,30,1,542628,924164
880_135.mp4,Face2Face,av1,40,1,262815,447608
881_856.mp4,Face2Face,h264,18,1,2078533,9552594
881_856.mp4,Face2Face,h264,28,1,635714,2921639
881_856.mp4,Face2Face,h264,38,1,164208,754673
881_856.mp4,Face2Face,hevc,18,1,402494,1849796
881_856.mp4,Face2Face,hevc,28,1,101950,468548
881_856.mp4,Face2Face,hevc,38,1,41430,190407
881_856.mp4,Face2Face,av1,20,1,813742,3739825
881_856.mp4,Face2Face,av1,30,1,449527,2065952
881_856.mp4,Face2Face,av1,40,1,217140,997942
882_952.mp4,Face2Face,h264,18,1,14804082,43178572
882_952.mp4,Face2Face,h264,28,1,4361321,12720520
882_952.mp4,Face2Face,h264,38,1,1296819,3782389
882_952.mp4,Face2Face,hevc,18,1,2874343,8383503
882_952.mp4,Face2Face,hevc,28,1,812526,2369868
882_952.mp4,Face2Face,hevc,38,1,260834,760768
882_952.mp4,Face2Face,av1,20,1,4164146,12145428
882_952.mp4,Face2Face,av1,30,1,2159866,6299611
882_952.mp4,Face2Face,av1,40,1,1018388,2970300
883_013.mp4,Face2Face,h264,18,1,5896712,9788542
883_013.mp4,Face2Face,h264,28,1,1890568,3138344
883_013.mp4,Face2Face,h264,38,1,551830,916038
883_013.mp4,Face2Face,hevc,18,1,1275397,2117160
883_013.mp4,Face2Face,hevc,28,1,354072,587760
883_013.mp4,Face2Face,hevc,38,1,115124,191106
883_013.mp4,Face2Face,av1,20,1,1791742,2974293
883_013.mp4,Face2Face,av1,30,1,931062,1545564
883_013.mp4,Face2Face,av1,40,1,456446,757701
884_968.mp4,Face2Face,h264,18,1,6124284,9186426
884_968.mp4,Face2Face,h264,28,1,2080584,3120877
884_968.mp4,Face2Face,h264,38,1,633958,950937
884_968.mp4,Face2Face,hevc,18,1,1435904,2153856
884_968.mp4,Face2Face,hevc,28,1,408180,612270
884_968.mp4,Face2Face,hevc,38,1,127087,190631
884_968.mp4,Face2Face,av1,20,1,1997210,2995816
884_968.mp4,Face2Face,av1,30,1,1046228,1569342
884_968.mp4,Face2Face,av1,40,1,499258,748887
885_802.mp4,Face2Face,h264,18,1,2364231,4149226
885_802.mp4,Face2Face,h264,28,1,823233,1444774
885_802.mp4,Face2Face,h264,38,1,228662,401303
885_802.mp4,Face2Face,hevc,18,1,444508,780112
885_802.mp4,Face2Face,hevc,28,1,117780,206705
885_802.mp4,Face2Face,hevc,38,1,40516,71106
885_802.mp4,Face2Face,av1,20,1,677183,1188457
885_802.mp4,Face2Face,av1,30,1,372766,654205
885_802.mp4,Face2Face,av1,40,1,188942,331594
886_877.mp4,Face2Face,h264,18,1,2026878,5776604
886_877.mp4,Face2Face,h264,28,1,601439,1714102
886_877.mp4,Face2Face,h264,38,1,148485,423184
886_877.mp4,Face2Face,hevc,18,1,280984,800806
886_877.mp4,Face2Face,hevc,28,1,72975,207979
886_877.mp4,Face2Face,hevc,38,1,29268,83414
886_877.mp4,Face2Face,av1,20,1,422944,1205393
886_877.mp4,Face2Face,av1,30,1,231614,660100
886_877.mp4,Face2Face,av1,40,1,121571,346478
887_275.mp4,Face2Face,h264,18,1,2339355,4959433
887_275.mp4,Face2Face,h264,28,1,646199,1369942
887_275.mp4,Face2Face,h264,38,1,159673,338507
887_275.mp4,Face2Face,hevc,18,1,422816,896371
887_275.mp4,Face2Face,hevc,28,1,113174,239930
887_275.mp4,Face2Face,hevc,38,1,41331,87622
887_275.mp4,Face2Face,av1,20,1,610385,1294018
887_275.mp4,Face2Face,av1,30,1,337069,714588
887_275.mp4,Face2Face,av1,40,1,174039,368964
888_937.mp4,Face2Face,h264,18,1,2022042,4600147
888_937.mp4,Face2Face,h264,28,1,632600,1439167
888_937.mp4,Face2Face,h264,38,1,149798,340791
888_937.mp4,Face2Face,hevc,18,1,284404,647020
888_937.mp4,Face2Face,hevc,28,1,70569,160545
888_937.mp4,Face2Face,hevc,38,1,28538,64924
888_937.mp4,Face2Face,av1,20,1,430633,979692
888_937.mp4,Face2Face,av1,30,1,227018,516467
888_937.mp4,Face2Face,av1,40,1,117811,268021
889_045.mp4,Face2Face,h264,18,1,14144311,24752545
889_045.mp4,Face2Face,h264,28,1,3489086,6105902
889_045.mp4,Face2Face,h264,38,1,893606,1563811
889_045.mp4,Face2Face,hevc,18,1,2475462,4332059
889_045.mp4,Face2Face,hevc,28,1,590077,1032635
889_045.mp4,Face2Face,hevc,38,1,190944,334152
889_045.mp4,Face2Face,av1,20,1,3261813,5708174
889_045.mp4,Face2Face,av1,30,1,1560848,2731485
889_045.mp4,Face2Face,av1,40,1,698768,1222844
890_837.mp4,Face2Face,h264,18,1,2590276,4781219
890_837.mp4,Face2Face,h264,28,1,782781,1444885
890_837.mp4,Face2Face,h264,38,1,190421,351487
890_837.mp4,Face2Face,hevc,18,1,398554,735666
890_837.mp4,Face2Face,hevc,28,1,119875,221270
890_837.mp4,Face2Face,hevc,38,1,49203,90822
890_837.mp4,Face2Face,av1,20,1,679351,1253969
890_837.mp4,Face2Face,av1,30,1,356830,658650
890_837.mp4,Face2Face,av1,40,1,182552,336962
891_876.mp4,Face2Face,h264,18,1,5923775,7725590
891_876.mp4,Face2Face,h264,28,1,1613023,2103652
891_876.mp4,Face2Face,h264,38,1,448608,585060
891_876.mp4,Face2Face,hevc,18,1,925996,1207654
891_876.mp4,Face2Face,hevc,28,1,254551,331978
891_876.mp4,Face2Face,hevc,38,1,97112,126651
891_876.mp4,Face2Face,av1,20,1,1398049,1823290
891_876.mp4,Face2Face,av1,30,1,712810,929624
891_876.mp4,Face2Face,av1,40,1,345735,450897
892_112.mp4,Face2Face,h264,18,1,10907414,18997079
892_112.mp4,Face2Face,h264,28,1,2567133,4471091
892_112.mp4,Face2Face,h264,38,1,678168,1181144
892_112.mp4,Face2Face,hevc,18,1,1567431,2729943
892_112.mp4,Face2Face,hevc,28,1,460425,801908
892_112.mp4,Face2Face,hevc,38,1,175078,304929
892_112.mp4,Face2Face,av1,20,1,2125035,3701103
892_112.mp4,Face2Face,av1,30,1,1129488,1967193
892_112.mp4,Face2Face,av1,40,1,552573,962398
893_913.mp4,Face2Face,h264,18,1,2917513,7707098
893_913.mp4,Face2Face,h264,28,1,854211,2256542
893_913.mp4,Face2Face,h264,38,1,230429,608717
893_913.mp4,Face2Face,hevc,18,1,472407,1247943
893_913.mp4,Face2Face,hevc,28,1,135725,358542
893_913.mp4,Face2Face,hevc,38,1,52304,138172
893_913.mp4,Face2Face,av1,20,1,878085,2319610
893_913.mp4,Face2Face,av1,30,1,466325,1231877
893_913.mp4,Face2Face,av1,40,1,235415,621890
894_848.mp4,Face2Face,h264,18,1,8850450,15930810
894_848.mp4,Face2Face,h264,28,1,1792068,3225723
894_848.mp4,Face2Face,h264,38,1,433120,779617
894_848.mp4,Face2Face,hevc,18,1,939730,1691514
894_848.mp4,Face2Face,hevc,28,1,235811,424460
894_848.mp4,Face2Face,hevc,38,1,98574,177434
894_848.mp4,Face2Face,av1,20,1,1274301,2293743
894_848.mp4,Face2Face,av1,30,1,631145,1136062
894_848.mp4,Face2Face,av1,40,1,307405,553329
895_915.mp4,Face2Face,h264,18,1,1796871,3162494
895_915.mp4,Face2Face,h264,28,1,431825,760013
895_915.mp4,Face2Face,h264,38,1,127598,224573
895_915.mp4,Face2Face,hevc,18,1,247203,435078
895_915.mp4,Face2Face,hevc,28,1,80521,141717
895_915.mp4,Face2Face,hevc,38,1,36486,64217
895_915.mp4,Face2Face,av1,20,1,447858,788231
895_915.mp4,Face2Face,av1,30,1,256792,451955
895_915.mp4,Face2Face,av1,40,1,137860,242635
896_128.mp4,Face2Face,h264,18,1,1321411,4856187
896_128.mp4,Face2Face,h264,28,1,393352,1445572
896_128.mp4,Face2Face,h264,38,1,122345,449619
896_128.mp4,Face2Face,hevc,18,1,181396,666633
896_128.mp4,Face2Face,hevc,28,1,54194,199163
896_128.mp4,Face2Face,hevc,38,1,24444,89835
896_128.mp4,Face2Face,av1,20,1,291752,1072189
896_128.mp4,Face2Face,av1,30,1,157301,578082
896_128.mp4,Face2Face,av1,40,1,81075,297952
897_969.mp4,Face2Face,h264,18,1,2654755,4725464
897_969.mp4,Face2Face,h264,28,1,895144,1593358
897_969.mp4,Face2Face,h264,38,1,252042,448635
897_969.mp4,Face2Face,hevc,18,1,509833,907504
897_969.mp4,Face2Face,hevc,28,1,131697,234422
897_969.mp4,Face2Face,hevc,38,1,44106,78510
897_969.mp4,Face2Face,av1,20,1,748512,1332352
897_969.mp4,Face2Face,av1,30,1,423142,753194
897_969.mp4,Face2Face,av1,40,1,222425,395917
898_922.mp4,Face2Face,h264,18,1,1748897,5386605
898_922.mp4,Face2Face,h264,28,1,412289,1269853
898_922.mp4,Face2Face,h264,38,1,91770,282652
898_922.mp4,Face2Face,hevc,18,1,185557,571517
898_922.mp4,Face2Face,hevc,28,1,48074,148070
898_922.mp4,Face2Face,hevc,38,1,23341,71891
898_922.mp4,Face2Face,av1,20,1,276768,852446
898_922.mp4,Face2Face,av1,30,1,149861,461573
898_922.mp4,Face2Face,av1,40,1,78669,242301
899_914.mp4,Face2Face,h264,18,1,2544532,3254881
899_914.mp4,Face2Face,h264,28,1,686246,877824
899_914.mp4,Face2Face,h264,38,1,170587,218210
899_914.mp4,Face2Face,hevc,18,1,373891,478270
899_914.mp4,Face2Face,hevc,28,1,107381,137359
899_914.mp4,Face2Face,hevc,38,1,42813,54766
899_914.mp4,Face2Face,av1,20,1,599247,766538
899_914.mp4,Face2Face,av1,30,1,334471,427845
899_914.mp4,Face2Face,av1,40,1,169332,216604
900_926.mp4,Face2Face,h264,18,1,2516530,4190023
900_926.mp4,Face2Face,h264,28,1,846078,1408720
900_926.mp4,Face2Face,h264,38,1,242729,404144
900_926.mp4,Face2Face,hevc,18,1,618816,1030330
900_926.mp4,Face2Face,hevc,28,1,162544,270636
900_926.mp4,Face2Face,hevc,38,1,52315,87105
900_926.mp4,Face2Face,av1,20,1,935345,1557350
900_926.mp4,Face2Face,av1,30,1,522213,869485
900_926.mp4,Face2Face,av1,40,1,264120,439760
901_902.mp4,Face2Face,h264,18,1,4362061,5361701
901_902.mp4,Face2Face,h264,28,1,1097140,1348568
901_902.mp4,Face2Face,h264,38,1,273260,335883
901_902.mp4,Face2Face,hevc,18,1,504277,619841
901_902.mp4,Face2Face,hevc,28,1,138606,170370
901_902.mp4,Face2Face,hevc,38,1,65509,80522
901_902.mp4,Face2Face,av1,20,1,798067,980958
901_902.mp4,Face2Face,av1,30,1,395589,486246
901_902.mp4,Face2Face,av1,40,1,192481,236592
902_901.mp4,Face2Face,h264,18,1,4185847,9121659
902_901.mp4,Face2Face,h264,28,1,1199164,2613180
902_901.mp4,Face2Face,h264,38,1,321683,701001
902_901.mp4,Face2Face,hevc,18,1,529307,1153450
902_901.mp4,Face2Face,hevc,28,1,155451,338755
902_901.mp4,Face2Face,hevc,38,1,64476,140505
902_901.mp4,Face2Face,av1,20,1,826656,1801423
902_901.mp4,Face2Face,av1,30,1,418784,912602
902_901.mp4,Face2Face,av1,40,1,199997,435828
903_792.mp4,Face2Face,h264,18,1,2753370,5272705
903_792.mp4,Face2Face,h264,28,1,921878,1765398
903_792.mp4,Face2Face,h264,38,1,268549,514272
903_792.mp4,Face2Face,hevc,18,1,641184,1227869
903_792.mp4,Face2Face,hevc,28,1,181293,347177
903_792.mp4,Face2Face,hevc,38,1,54850,105039
903_792.mp4,Face2Face,av1,20,1,987018,1890141
903_792.mp4,Face2Face,av1,30,1,580854,1112336
903_792.mp4,Face2Face,av1,40,1,301205,576808
904_046.mp4,Face2Face,h264,18,1,12060513,25327078
904_046.mp4,Face2Face,h264,28,1,3219710,6761392
904_046.mp4,Face2Face,h264,38,1,817919,1717631
904_046.mp4,Face2Face,hevc,18,1,1969962,4136922
904_046.mp4,Face2Face,hevc,28,1,470688,988446
904_046.mp4,Face2Face,hevc,38,1,161420,338982
904_046.mp4,Face2Face,av1,20,1,2192110,4603432
904_046.mp4,Face2Face,av1,30,1,1101426,2312996
904_046.mp4,Face2Face,av1,40,1,503527,1057408
905_860.mp4,Face2Face,h264,18,1,5798590,11089804
905_860.mp4,Face2Face,h264,28,1,1931181,3693385
905_860.mp4,Face2Face,h264,38,1,531228,1015975
905_860.mp4,Face2Face,hevc,18,1,1259306,2408423
905_860.mp4,Face2Face,hevc,28,1,367716,703257
905_860.mp4,Face2Face,hevc,38,1,119962,229428
905_860.mp4,Face2Face,av1,20,1,2163822,4138311
905_860.mp4,Face2Face,av1,30,1,1147616,2194816
905_860.mp4,Face2Face,av1,40,1,549855,1051598
906_847.mp4,Face2Face,h264,18,1,8785972,11019073
906_847.mp4,Face2Face,h264,28,1,2128925,2670027
906_847.mp4,Face2Face,h264,38,1,569698,714497
906_847.mp4,Face2Face,hevc,18,1,925678,1160955
906_847.mp4,Face2Face,hevc,28,1,253985,318540
906_847.mp4,Face2Face,hevc,38,1,109192,136946
906_847.mp4,Face2Face,av1,20,1,1497576,1878211
906_847.mp4,Face2Face,av1,30,1,745546,935039
906_847.mp4,Face2Face,av1,40,1,360987,452739
907_795.mp4,Face2Face,h264,18,1,5369823,12305845
907_795.mp4,Face2Face,h264,28,1,1562660,3581098
907_795.mp4,Face2Face,h264,38,1,417489,956747
907_795.mp4,Face2Face,hevc,18,1,783085,1794572
907_795.mp4,Face2Face,hevc,28,1,246037,563835
907_795.mp4,Face2Face,hevc,38,1,97467,223362
907_795.mp4,Face2Face,av1,20,1,1284603,2943884
907_795.mp4,Face2Face,av1,30,1,667659,1530052
907_795.mp4,Face2Face,av1,40,1,339960,779077
908_207.mp4,Face2Face,h264,18,1,7613062,13719373
908_207.mp4,Face2Face,h264,28,1,2106999,3796989
908_207.mp4,Face2Face,h264,38,1,605381,1090948
908_207.mp4,Face2Face,hevc,18,1,1104875,1991077
908_207.mp4,Face2Face,hevc,28,1,301069,542553
908_207.mp4,Face2Face,hevc,38,1,115110,207439
908_207.mp4,Face2Face,av1,20,1,1773972,3196846
908_207.mp4,Face2Face,av1,30,1,849739,1531301
908_207.mp4,Face2Face,av1,40,1,373262,672650
909_857.mp4,Face2Face,h264,18,1,1623336,4328898
909_857.mp4,Face2Face,h264,28,1,407634,1087024
909_857.mp4,Face2Face,h264,38,1,104588,278902
909_857.mp4,Face2Face,hevc,18,1,174489,465306
909_857.mp4,Face2Face,hevc,28,1,53341,142245
909_857.mp4,Face2Face,hevc,38,1,28446,75858
909_857.mp4,Face2Face,av1,20,1,329384,878358
909_857.mp4,Face2Face,av1,30,1,177829,474211
909_857.mp4,Face2Face,av1,40,1,91311,243497
910_911.mp4,Face2Face,h264,18,1,4858548,6660260
910_911.mp4,Face2Face,h264,28,1,1426473,1955457
910_911.mp4,Face2Face,h264,38,1,370740,508224
910_911.mp4,Face2Face,hevc,18,1,869491,1191928
910_911.mp4,Face2Face,hevc,28,1,223342,306166
910_911.mp4,Face2Face,hevc,38,1,76149,104388
910_911.mp4,Face2Face,av1,20,1,1440330,1974453
910_911.mp4,Face2Face,av1,30,1,771359,1057406
910_911.mp4,Face2Face,av1,40,1,371876,509781
911_910.mp4,Face2Face,h264,18,1,5561857,6766926
911_910.mp4,Face2Face,h264,28,1,1604016,1951553
911_910.mp4,Face2Face,h264,38,1,376536,458120
911_910.mp4,Face2Face,hevc,18,1,733683,892648
911_910.mp4,Face2Face,hevc,28,1,202424,246283
911_910.mp4,Face2Face,hevc,38,1,80830,98344
911_910.mp4,Face2Face,av1,20,1,1159618,1410869
911_910.mp4,Face2Face,av1,30,1,585746,712658
911_910.mp4,Face2Face,av1,40,1,279862,340499
912_927.mp4,Face2Face,h264,18,1,1750608,6100870
912_927.mp4,Face2Face,h264,28,1,472225,1645706
912_927.mp4,Face2Face,h264,38,1,116264,405182
912_927.mp4,Face2Face,hevc,18,1,291587,1016181
912_927.mp4,Face2Face,hevc,28,1,79491,277027
912_927.mp4,Face2Face,hevc,38,1,33653,117283
912_927.mp4,Face2Face,av1,20,1,422279,1471645
912_927.mp4,Face2Face,av1,30,1,237381,827275
912_927.mp4,Face2Face,av1,40,1,123719,431164
913_893.mp4,Face2Face,h264,18,1,2054308,4596516
913_893.mp4,Face2Face,h264,28,1,638946,1429642
913_893.mp4,Face2Face,h264,38,1,188303,421328
913_893.mp4,Face2Face,hevc,18,1,404454,904967
913_893.mp4,Face2Face,hevc,28,1,122267,273573
